track_id,track_name,artist_id,year,energy,danceability,instrumentalness,loudness,tempo,valence,energy_category,tempo_category,danceability_category,valence_category,danceability_valence_interaction,loudness_scaled,loudness_category,instrumentalness_category,custom_score
3TdBMzEDIvXi5hjW2d1ivD,Bring It On Home To Me,6hnWRPzGGKiapVX1UCdEAC,2015,0.569,0.482,0.0,-5.897,70.956,0.609,Medium,Slow,Medium,Happy,0.2935379999999999,0.8590321919212631,Very High,None,0.6109064383842526
5fgeba92zIjtr49JupqI9O,Meet You in the Middle,0Z8XVUAOBPM4x12wKnFHEQ,2015,0.662,0.553,0.0,-6.129,97.847,0.436,High,Slow,Medium,Neutral,0.241108,0.8511038206547742,Very High,None,0.6106207641309549
5nHTLEJ10zaqdnKqLriah4,Carousel,63yrD80RY3RNEM2YDpUpO8,2015,0.661,0.739,1.88e-05,-5.35,76.999,0.333,High,Slow,High,Neutral,0.246087,0.8777253776228556,Very High,Low,0.6457450755245712
2sEq2rC3ynYsT49x7utWnd,Dear Theodosia,3cR4rhS2hBWqI7rJEBacvN,2015,0.221,0.598,4.19e-05,-10.484,106.771,0.274,Low,Medium,Medium,Sad,0.163852,0.7022759893377076,High,Low,0.4436051978675415
1SGt65i9AnXYdDQt1AtDRH,3500 (feat. Future & 2 Chainz),0Y5tJX1MQlPlqiwlOH1tJY,2015,0.595,0.781,2.48e-06,-6.069,123.973,0.338,Medium,Medium,High,Neutral,0.263978,0.8531542614995558,Very High,Low,0.6381808522999112
5dPy1CCYQ04xaQHpajf5CY,The Lost Soul Down,61TQfpvTjHYQjPrvtJPwVa,2015,0.741,0.715,0.899,-7.478,112.0,0.761,High,Medium,High,Happy,0.544115,0.8050030756612672,Very High,High,0.7510006151322535
5sPKAEb7afrIMtdqEnI6H6,Young Girl A,4qfQTMwNNuBKJ4rF9Lo4bD,2015,0.804,0.629,0.000497,-5.987,130.006,0.294,High,Medium,Medium,Sad,0.1849259999999999,0.8559565306540906,Very High,Low,0.6343913061308182
5NQJnRpJHRaupdegphntQT,Jealous - Remix,4Rxn7Im3LGfyRkY2FlHhWi,2015,0.71,0.684,0.0,-3.619,93.006,0.439,High,Slow,Medium,Neutral,0.300276,0.9368805959948056,Very High,None,0.6798261191989612
2TK2KSrzXD6W01qjXVjNGh,The Room Where It Happens,3cR4rhS2hBWqI7rJEBacvN,2015,0.49,0.638,0.0,-9.382,173.552,0.511,Medium,Fast,Medium,Neutral,0.326018,0.7399357528535302,High,None,0.5896371505707061
4v0Zqmuhlbt5nCj712Y26n,The Moon Will Sing,5U6leWxYKsuTkd4kXcF1a6,2015,0.552,0.482,0.000109,-8.307,76.482,0.217,Medium,Slow,Medium,Sad,0.1045939999999999,0.7766728179892011,Very High,Low,0.4921845635978402
6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),2FwJwEswyIUAljqgjNSHgP,2015,0.521,0.681,8.41e-05,-5.849,94.997,0.181,Medium,Slow,Medium,Sad,0.123261,0.8606725445970884,Very High,Low,0.5519345089194178
5ELEsgMwvWJald9BQbIgsV,Smoking Section,19k8AgwwTSxeaxkOuCQEJs,2015,0.539,0.655,3.6e-06,-11.133,85.07,0.238,Medium,Slow,Medium,Sad,0.15589,0.6800970541999865,High,Low,0.5267694108399974
7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,3YQKmKGau1PzlVlkL1iodx,2015,0.873,0.613,0.00111,-6.376,129.989,0.392,High,Medium,Medium,Neutral,0.240296,0.8426628391770897,Very High,Low,0.6686825678354179
6rmXhRIemCTPyMYZRDN7Qg,Black Magic,3e7awlrlDSwF3iM0WBjGMp,2015,0.875,0.776,0.0,-5.535,111.988,0.849,High,Medium,High,Happy,0.658824,0.8714031850181123,Very High,None,0.8380806370036225
20fAoPjfYltmd3K3bO7gbt,Stick Talk,1RyvyyTE3xzB2ZywiAwp0i,2015,0.672,0.729,0.0,-6.749,159.903,0.595,High,Fast,High,Neutral,0.4337549999999999,0.829915931925364,Very High,None,0.7014331863850728
7g3htkaLz4ETFn0cifwM3y,High By The Beach,00FQb4jTyendYWaN8pK0wa,2015,0.486,0.536,0.00788,-11.067,131.988,0.0968,Medium,Medium,Medium,Sad,0.0518848,0.6823525391292462,High,Low,0.4429705078258492
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),1l8Fu6IkuTP0U5QetQJ5Xt,2015,0.765,0.884,7.04e-06,-3.865,99.987,0.594,High,Slow,High,Neutral,0.525096,0.9284737885312008,Very High,Low,0.7906447577062402
2D9BrlpeyjXF0vli2dYQ5V,Angels Fall,5BtHciL0e0zOP7prIHn3pP,2015,0.886,0.4,0.000211,-5.078,195.958,0.406,High,Fast,Medium,Neutral,0.1624,0.8870207094525323,Very High,Low,0.6204041418905065
62M9yafZsSRzlsphzeJPGo,Brother (feat. Gavin DeGraw),610EjgFatGvVPtib97jQ8G,2015,0.803,0.526,0.0,-3.989,157.887,0.564,High,Fast,Medium,Neutral,0.296664,0.9242362107853188,Very High,None,0.6843972421570639
1dMNwHmJApJJ7G32ij6Thq,Dope Love,13y7CgLHjMVRMDqxdx0Xdo,2015,0.37,0.706,1.88e-05,-7.071,135.002,0.421,Medium,Medium,High,Neutral,0.297226,0.8189118993917026,Very High,Low,0.5733323798783405
5tsI3xxDHDgzHhn30LTQNz,These Days,5G9kmDLg3OeUyj8KVBLzbu,2015,0.364,0.815,3.52e-05,-11.158,129.937,0.328,Medium,Medium,High,Neutral,0.26732,0.679242703847994,High,Low,0.5533485407695988
6qMXubogFdMrvVMJwqATzd,Jordan Belfort,0HjYETXAvcL6mzaKjAmH2K,2015,0.719,0.86,0.0,-4.325,160.049,0.496,High,Fast,High,Neutral,0.42656,0.9127537420545416,Very High,None,0.7443007484109083
1YakuHfzKxjnseCEeVQtrY,Don't Wanna Fall In Love,4qBgvVog0wzW75IQ48mU7v,2015,0.616,0.486,0.0,-6.9,132.151,0.601,Medium,Medium,Medium,Happy,0.2920859999999999,0.8247556557993302,Very High,None,0.615001131159866
078C2jXg7XsMgW78Gfx1JA,SMUCKERS (feat. Lil Wayne & Kanye West),4V8LLVI7PbaPR0K2TGSxFF,2015,0.849,0.427,0.00373,-2.945,79.155,0.55,High,Slow,Medium,Neutral,0.23485,0.9599138814845192,Very High,Low,0.6698327762969039
7IIYeNjeZBJaZfDBIcJlAm,De Rodillas Te Pido,4Yfe8uXcl5PYwknQ4OMZIP,2015,0.504,0.646,0.0,-6.844,114.744,0.899,Medium,Medium,Medium,Happy,0.580754,0.826669400587793,Very High,None,0.7098838801175587
7DTJLfd4Yd4Mz0A0q6L4d5,Caroline (feat. Belle Plaine),3xYXYzm9H3RzyQgBrYwIcx,2015,0.18,0.497,0.27,-15.26,73.718,0.495,Low,Slow,Medium,Neutral,0.2460149999999999,0.53906089809309,High,Low,0.4256621796186179
5DHQKZCOZhGNTbYBCekWx0,Paralyzed,6fOMl44jA4Sp5b9PpYCkzz,2015,0.643,0.51,3.22e-06,-6.602,130.081,0.0397,Medium,Medium,Medium,Sad,0.020247,0.834939511995079,Very High,Low,0.4906629023990158
5aDK0TurEtiedVdT0a6k9a,Whiskey And You,4YLtscXsxbVgi031ovDDdh,2015,0.0562,0.592,6.22e-06,-14.344,127.005,0.266,Low,Medium,Medium,Sad,0.157472,0.5703642949900896,High,Low,0.3722228589980179
5sRHIWY7oREZYxTSbRybna,Castaway,6yJCxee7QumYr820xdIsjo,2015,0.778,0.633,0.0,-5.201,101.092,0.926,High,Medium,Medium,Happy,0.5861580000000001,0.88281730572073,Very High,None,0.792463461144146
57yL3161hUMuw06zzzUCHi,Doubt,3YQKmKGau1PzlVlkL1iodx,2015,0.645,0.719,0.00316,-6.141,123.02,0.69,Medium,Medium,High,Happy,0.4961099999999999,0.8506937324858178,Very High,Low,0.7195887464971635
1TnUURhehaoMWKAqQtirm6,Colors,26VFTg2z8YR0cCuwLzESi2,2015,0.812,0.512,0.0,-4.809,100.02,0.521,High,Medium,Medium,Neutral,0.266752,0.89621351923997,Very High,None,0.666092703847994
1zWZvrk13cL8Sl3VLeG57F,T-Shirt,6x2LnllRG5uGarZMsD4iO8,2015,0.863,0.633,0.0,-5.337,95.93,0.765,High,Slow,Medium,Happy,0.484245,0.8781696398058916,Very High,None,0.7725339279611783
